permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/doctrackr,docTrackr,http://www.docTrackr.com,Analytics|Document Management|Enterprises|Finance|FinTech|PaaS|SaaS|Security,2000000,acquired,FRA,A8,Paris,Paris,2,2011-01-01,2012-01-24,2012-10-02
/organization/document-depository-corporation,DocDep,http://www.docdep.com,Career Management|Document Management|Enterprise Software|Finance|SaaS|Venture Capital,-,operating,USA,PA,Philadelphia,Philadelphia,1,2009-02-01,2011-08-08,2011-08-08
/organization/dogetipbot,Dogetipbot,https://dogetipbot.com,Bitcoin|Finance|Internet|Mobile Payments|Payments|Service Providers,500000,operating,USA,CA,CA - Other,Arcata,1,2014-01-01,2014-11-05,2014-11-05
/organization/domain-developers-fund,Domain Developers Fund,http://domaindevelopersfund.com,Domains|Finance,120000,operating,CYM,3,Cayman Islands,George Town,1,2008-09-01,2009-08-01,2009-08-01
/organization/domain-invest,Domain Invest,http://www.domaininvest.lu,Finance,7530000,operating,LUX,3,Leudelange,Leudelange,1,2008-01-01,2010-06-03,2010-06-03
/organization/donald,Donald,http://www.hidonald.com,Finance|Internet|Social Network Media,1500000,operating,USA,NY,New York City,New York,2,2015-01-14,2015-01-15,2015-01-27
/organization/dorsey-wright-and-associates,Dorsey Wright and Associates,http://www.dorseywright.com,Finance|FinTech,-,acquired,USA,VA,Richmond,Richmond,1,,2011-11-16,2011-11-16
/organization/doubletwist,doubleTwist,http://www.doubletwist.com,Finance,7500000,operating,USA,CA,SF Bay Area,San Francisco,2,2007-03-01,2008-05-01,2009-04-08
/organization/dough,dough,http://www.dough.com,Investment Management|Personal Finance|Social Investing,29000000,operating,USA,IL,Chicago,Chicago,2,2013-01-01,2012-12-01,2014-07-18
/organization/doughmain,DoughMain,http://www.doughmain.com,Finance,5000000,operating,USA,NJ,Newark,Princeton,1,,2011-08-01,2011-08-01
/organization/dovebid,DoveBid,,Auctions|Finance|Governments,13000000,acquired,USA,CA,SF Bay Area,Foster City,1,1937-01-01,2003-11-07,2003-11-07
/organization/draft-2,DRAFT,http://www.draftapp.com,Finance Technology|FinTech|Investment Management|Personal Finance,650000,operating,USA,TX,Austin,Austin,1,2014-06-06,2014-09-02,2014-09-02
/organization/dragdis,Dragdis,http://www.dragdis.com,Consumer Goods|Consumers|Curated Web|Design|Finance|Social Bookmarking,-,operating,LTU,65,Vilnius,Vilnius,1,2012-07-01,2012-01-01,2012-01-01
/organization/dreamfunded,DreamFunded,http://www.dreamfunded.com,Angels|Crowdfunding|Finance Technology|Marketplaces|Venture Capital,200000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-08-07,2014-08-31,2014-08-31
/organization/drivewealth,DriveWealth,http://www.drivewealth.com,Finance Technology|Financial Services|FinTech|Personal Finance|Social Investing|Wealth Management,4000000,operating,USA,NJ,Newark,Chatham,2,2012-05-24,2012-03-24,2015-04-28
/organization/drop-io,drop.io,http://drop.io,EdTech|Education|Email|File Sharing|Finance|FinTech|Flash Storage|Mobile,8750000,acquired,USA,NY,New York City,Brooklyn,3,2007-11-26,2007-12-03,2010-05-03
/organization/durchblicker-at,durchblicker.at,http://durchblicker.at,Banking|Clean Energy|Curated Web|Finance|Insurance|Price Comparison|Startups,-,operating,AUT,9,Vienna,Vienna,1,2010-02-15,2010-08-01,2010-08-01
/organization/duxplore,DuXplore,http://www.duxplore.com,Finance Technology|Green Building|Green Consumer Goods|Real Estate|Renewable Energies|Space Travel,1398000,operating,USA,NV,Las Vegas,Las Vegas,1,2014-04-10,2014-04-10,2014-04-10
/organization/dwellaware,DwellAware,https://DwellAware.com,Big Data Analytics|Business Analytics|Finance Technology|Information Services|Internet|Predictive Analytics|Real Estate,2181000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-10-16,2013-12-15,2014-03-23
/organization/dwellxchange-inc,Dwellxchange Inc.,http://www.dwellxchange.com,Crowdfunding|Finance|Finance Technology|FinTech|Home Owners|Marketplaces|Peer-to-Peer|Personal Finance|Real Estate|Real Estate Investors,-,closed,USA,NY,New York City,New York,1,2015-09-08,2015-10-01,2015-10-01
/organization/dymynd,DyMynd,http://www.dymynd.com,Enterprise Software|Finance|Identity|Psychology,75000,operating,USA,IL,Chicago,Chicago,1,2011-01-01,2012-02-08,2012-02-08
/organization/dynamics,Dynamics,http://www.dynamicsinc.com,Finance,110700000,operating,USA,PA,Pittsburgh,Pittsburgh,3,,2009-09-25,2014-12-08
/organization/eagle-alpha,Eagle Alpha,http://eaglealpha.com,Analytics|Big Data Analytics|Finance Technology|FinTech,6300000,operating,IRL,7,Dublin,Dublin,4,2012-01-01,2014-02-27,2015-11-02
/organization/earlyshares,EarlyShares,http://www.earlyshares.com,Crowdfunding|Finance|Real Estate Investors,5850000,operating,USA,FL,Miami,Miami,2,2011-11-21,2012-08-03,2014-07-01
/organization/earlytracks,EarlyTracks,http://www.earlytracks.com,Finance|FinTech|News|Semantic Web|Software,1846405,operating,BEL,10,BEL - Other,Bierges,4,2009-06-12,2009-06-12,2012-06-01
/organization/earnest,Earnest,http://meetearnest.com,Consumer Lending|Credit|Finance,299100000,operating,USA,CA,SF Bay Area,San Francisco,4,2013-01-01,2014-05-20,2015-11-17
/organization/earnix,Earnix,http://www.earnix.com,Analytics|Banking|Finance|Financial Services|Insurance|Price Comparison,10000000,operating,ISR,5,Tel Aviv,Ramat Gan,2,2001-01-01,2005-09-13,2008-09-04
/organization/eastide,Eastide,http://www.groupsource.org/Shop/index/vincentzhao.aspx,Finance|FinTech,-,operating,CHN,4,Nanjing,Nanjing,2,2001-12-01,2000-04-01,2001-01-01
/organization/easy-payments-gateway,EPG (Easy Payment Gateway),http://www.easypaymentsgateway.com,Finance|Information Technology|Payments|Software,1800000,operating,GIB,,GIB - Other,Gibraltar,2,2014-01-14,2014-09-30,2015-03-31
/organization/easyfolio,easyfolio,http://www.easyfolio.de,Finance|Financial Services|Investment Management,1096107,operating,DEU,2,Munich,Munich,2,2014-04-01,2009-04-01,2013-04-01
/organization/ebury-partners,Ebury,http://ebury.com,Finance|FinTech,119241650.039013,operating,GBR,H9,London,London,5,2009-01-01,2013-09-22,2015-11-18
/organization/ecelles-carson,Ecelles Carson,,Biotechnology|Finance|Stock Exchanges,1500000,closed,USA,NY,New York City,New York,1,2000-06-01,2011-08-01,2011-08-01
/organization/edgar-online,Edgar Online,http://edgar-online.com,Digital Media|Finance,14000000,closed,USA,CT,Hartford,Norwalk,3,1995-01-01,1998-07-23,2010-06-23
/organization/efectivox,efectivox,http://www.efectivox.com,Finance|Services|Transportation,6192900,closed,ESP,29,Leganes,Leganés,1,,2011-02-26,2011-02-26
/organization/eis-analytics,EIS Analytics,,Finance|Software|Venture Capital,-,operating,CAN,BC,Vancouver,Vancouver,1,2005-10-15,2007-01-30,2007-01-30
/organization/eko-india-financial-services,Eko India Financial Services,http://eko.co.in,Finance|FinTech,5500000,operating,IND,10,New Delhi,Gurgaon,1,,2011-07-11,2011-07-11
/organization/ektitaby,Ektitaby,http://ektitaby.com/en,Finance,-,operating,,,,,1,2015-03-18,2015-08-29,2015-08-29
/organization/element-financial-corporation,Element Financial Corporation,http://elementfinancial.ca,Finance,125000000,closed,CAN,ON,Toronto,Toronto,1,2007-01-01,2014-03-07,2014-03-07
/organization/elite-card-processing,Elite Card Processing,,Finance|Payments|Venture Capital,-,operating,USA,MD,Hagerstown,Hagerstown,1,2015-05-17,2015-03-17,2015-03-17
/organization/elliptic,Elliptic,http://www.elliptic.co,Bitcoin|Finance|Virtual Currency,2000000,operating,GBR,H9,London,London,2,2013-10-01,2014-02-10,2014-07-16
/organization/elorus,Elorus,http://www.elorus.com,Finance|FinTech|SaaS,54587.5365736495,operating,GRC,35,Athens,Athens,1,2014-01-01,2015-04-07,2015-04-07
/organization/elsen-trading,Elsen Inc.,https://elsen.co,Finance Technology|FinTech|Hedge Funds|Investment Management,500000,operating,USA,MA,Boston,Boston,1,2013-01-01,2015-01-14,2015-01-14
/organization/embrace,Embrace,http://www.aumanil.com,Finance,-,operating,USA,TX,Austin,Austin,2,,2012-12-20,2013-08-05
/organization/embrace-pet-insurance,Embrace Pet Insurance,http://www.embracepetinsurance.com,Insurance|Personal Finance|Pets|Price Comparison,5300000,operating,USA,OH,Cleveland,Beachwood,5,2005-01-01,2006-05-02,2014-05-05
/organization/emcas,EMCAS,http://www.emcasclaims.co.uk,Finance,-,operating,GBR,W1,Crook Of Devon,Crook Of Devon,1,2003-07-01,2011-02-01,2011-02-01
/organization/emergent-one,Emergent One,http://emergentone.com,Developer APIs|Enterprises|Finance|PaaS|Software,448000,closed,,,,,3,2012-01-01,2012-01-01,2012-07-01
/organization/emoneyunion,eMoneyUnion,http://emoneyunion.com,Finance,454575,operating,GBR,C5,GBR - Other,Alderley Edge,1,,2014-02-18,2014-02-18
/organization/emptoris,Emptoris,http://www.emptoris.com,Finance|Software,12000000,acquired,USA,MA,Boston,Burlington,1,1999-01-01,2004-11-18,2004-11-18
/organization/encrypted-labs,Encrypted Labs,http://encryptedlabs.com/,Finance Technology|Social Commerce|Software,350000,operating,,,,,1,,2015-03-01,2015-03-01
/organization/endurance-lending-network,Endurance Lending Network,http://www.enduranceln.com,Crowdfunding|Finance|Finance Technology|FinTech|Peer-to-Peer,1500000,acquired,USA,CA,SF Bay Area,San Francisco,1,2011-12-01,2012-05-01,2012-05-01
/organization/endurance-specialty-holdings,Endurance Specialty Holdings,http://endurance.bm,Finance,220800000,ipo,BMU,3,Bermuda,Hamilton,1,2001-01-01,2003-02-28,2003-02-28
/organization/enservio,Enservio,http://www.enservio.com,Finance|Insurance|Software,16100000,operating,USA,MA,Boston,Needham,1,2004-01-01,2009-01-01,2009-01-01
/organization/entaire-global-companies,Entaire Global Companies,https://www.entaire.com/,Finance|Financial Services|Investment Management,45000000,operating,USA,GA,Atlanta,Atlanta,1,1997-01-01,2014-09-11,2014-09-11
/organization/enterprise-merchantile,Enterprise Merchantile,,Finance|Venture Capital,-,operating,USA,AL,AL - Other,Enterprise,1,2014-11-01,2014-11-03,2014-11-03
/organization/enuygun-com,Enuygun.com,http://enuygun.com,Finance|Online Travel|Price Comparison,539450,operating,TUR,34,Istanbul,Istanbul,2,2008-12-28,2008-12-28,2010-05-01
/organization/epartners,ePartners,http://www.epartnersolutions.com,Business Intelligence|Consulting|CRM|Finance|Infrastructure|Software,25000000,operating,USA,TX,Dallas,Irving,1,1992-01-01,2005-08-22,2005-08-22
/organization/epic-playground,Epic Playground,http://epicplayground.com,Analytics|Audio|Finance|Video|Weddings,585000,operating,USA,CO,Denver,Boulder,2,2009-01-30,2011-12-01,2012-01-01
/organization/eplata,ePlata,http://www.eplata.com,Finance|Financial Services|Mobile,-,closed,,,,,2,2014-01-10,2014-01-10,2015-04-01
/organization/eprep,ePrep,http://www.eprep.com,Colleges|Education|Finance|Testing|Tutoring|Video,750000,operating,USA,NJ,Newark,Princeton,2,2005-11-10,2005-01-01,2005-01-01
/organization/eprodigy-financial,eProdigy Financial,http://www.e-prodigy.com,Business Services|Finance Technology,100000000,operating,USA,NY,New York City,New York,1,2014-11-01,2015-05-19,2015-05-19
/organization/epropertydata,ePropertyData,http://www.epropertydata.com,Finance|FinTech,-,acquired,USA,WA,Seattle,Gig Harbor,1,,2008-03-07,2008-03-07
/organization/eqiancheng-com,Eqiancheng.com,,Finance,162954,operating,,,,,1,,2014-03-01,2014-03-01
/organization/equidam,Equidam,http://equidam.com,Finance,375790,operating,NLD,11,Rotterdam,Rotterdam,2,2013-08-01,2013-07-17,2014-08-25
/organization/equidate,Equidate,https://www.equidateinc.com,Finance|Finance Technology|Financial Services|FinTech|Marketplaces,-,operating,USA,CA,SF Bay Area,San Francisco,1,2013-12-04,2014-06-17,2014-06-17
/organization/equitas-holdings,Equitas Holdings,http://www.equitas.in,Finance,16000000,closed,IND,25,Chennai,Chennai,1,2007-01-01,2013-12-20,2013-12-20
/organization/equities,Equities.com,http://www.equities.com,Finance Technology|Internet Marketing|News|Social Media,306000,operating,USA,CA,Los Angeles,Los Angeles,2,,2012-03-30,2015-04-28
/organization/equitykey,EquityKey,https://www.equitykey.com/,Finance|Real Estate|Service Providers,10500000,operating,USA,CA,San Diego,San Diego,3,2006-01-01,2010-03-01,2015-04-01
/organization/equitymultiple,EQUITYMULTIPLE,http://www.equitymultiple.com,Personal Finance|Privacy|Real Estate,850000,operating,USA,NY,New York City,New York,1,2015-02-01,2015-02-01,2015-02-01
/organization/equitynet,EquityNet,http://www.equitynet.com,Business Development|Crowdfunding|Entrepreneur|Finance|Software,2100000,operating,USA,AR,Fayetteville,Fayetteville,2,2005-12-16,2007-05-20,2014-04-08
/organization/equityzen,EquityZen,http://www.equityzen.com,Finance|Finance Technology|Financial Services|FinTech|Marketplaces,3499994,operating,USA,NY,New York City,New York,2,2013-05-01,2014-02-13,2015-09-17
/organization/eris-industries,Eris Industries,https://erisindustries.com,Enterprise Software|Finance Technology|FinTech,-,operating,GBR,H9,London,London,1,2014-06-25,2014-10-07,2014-10-07
/organization/es-holdings,ES Holdings,,Business Services|Finance|Financial Services,18000000,operating,USA,KS,Kansas City,Olathe,1,,2011-11-14,2011-11-14
/organization/estateguru,EstateGuru,https://estateguru.eu,Commercial Real Estate|Crowdfunding|Finance|Finance Technology|Peer-to-Peer|Real Estate|Real Estate Investors,-,operating,EST,1,Tallinn,Tallinn,1,2013-10-24,2015-05-01,2015-05-01
/organization/estimize,Estimize,http://estimize.com,Crowdsourcing|Finance,6175000,operating,USA,NY,New York City,New York,4,2011-05-01,2011-05-31,2015-07-15
/organization/etax-credit-exchange,eTax Credit Exchange,http://www.etaxcreditexchange.com,Finance,350000,operating,USA,LA,New Orleans,New Orleans,1,,2012-05-30,2012-05-30
/organization/ethical-community,Eco Market,http://www.ecomarket.com,All Markets|Clean Technology|E-Commerce|Environmental Innovation|Finance|Marketplaces|Natural Resources|Organic|Startups,1028855,operating,GBR,H9,London,London,4,2009-01-01,2010-10-01,2013-03-01
/organization/etohum,Etohum,http://english.etohum.com,Entrepreneur|Finance|Investment Management|Startups|Venture Capital,1200000,operating,TUR,34,Istanbul,Istanbul,1,2008-04-01,2013-05-28,2013-05-28
/organization/etoro,eToro,http://www.etoro.com,Finance|FinTech|Trading,72900000,operating,CYP,5,Cyprus,Limassol,7,2007-01-01,2007-01-01,2015-04-21
/organization/even,Even,https://whatiseven.com/,Personal Finance,1500000,operating,,,,,1,,2015-01-05,2015-01-05
/organization/events-core,Events Core,http://www.azionecapital.com,Finance,50000,operating,SGP,,Singapore,Singapore,1,2008-01-01,2007-01-01,2007-01-01
/organization/eventvue,EventVue,http://www.eventvue.com,Curated Web|Events|Finance|FinTech,455000,closed,USA,CO,Denver,Boulder,2,2007-05-01,2007-08-01,2007-09-01
/organization/everlater,Everlater,http://www.everlater.com,Finance|FinTech|Travel,750000,acquired,USA,CO,Denver,Boulder,3,2008-08-15,2009-08-06,2011-10-02
/organization/everpay,Everpay,http://www.everpayinc.com/,Finance|FinTech|Venture Capital,-,operating,CAN,QC,Montreal,Montréal,1,2012-05-14,2012-11-14,2012-11-14
/organization/everymove,EveryMove,http://everymove.org,Corporate Wellness|Finance|Fitness|Health and Wellness,6143000,operating,USA,WA,Seattle,Seattle,5,2011-03-01,2011-01-01,2013-04-01
/organization/evince,Evince,http://www.evincetechnology.com,Finance|FinTech,968000,operating,,,,,1,2004-01-01,2008-05-16,2008-05-16
/organization/evo-media-group,EVO Media Group,http://www.evomediagroup.com,Domains|Finance|FinTech|Publishing,1500000,operating,USA,WA,Seattle,Seattle,3,2007-10-01,2007-11-01,2009-11-24
/organization/evrgr,EVRGR,http://evr.gr,Finance|Mobile|Mobile Payments|Virtual Currency,50000,operating,,,,,1,2013-06-15,2013-07-15,2013-07-15
/organization/ewise,eWise,http://www.ewise.com,Banking|Finance|Financial Services|FinTech|Software,26100000,operating,CHE,23,Nyon,Nyon,2,2000-01-01,2010-07-28,2011-06-07
/organization/ex24-corp,"Ex24, Corp.",,Finance|FinTech,-,operating,USA,FL,"Naples, Florida",Naples,1,2013-10-09,2013-10-02,2013-10-02
/organization/exchange-corporation-k-k,Exchange Corporation,http://www.exchange.co.jp,Finance|Financial Services,12796166,operating,JPN,40,Tokyo,Tokyo,5,2008-03-01,2008-03-01,2015-05-14
/organization/executive-intermediary,Executive Intermediary,http://www.executiveintermediary.com,Finance|FinTech|Venture Capital,1000,closed,USA,NY,New York City,New York,1,2007-07-07,2008-06-01,2008-06-01
/organization/exigen-insurance-solutions,Exigen Insurance Solutions,http://www.exigeninsurance.com,Cloud Computing|Finance|Insurance,10000000,operating,USA,CA,SF Bay Area,San Francisco,1,,2008-08-27,2008-08-27
/organization/expansion-capital-group,Expansion Capital Group,https://expansionadvance.com,Finance Technology|Financial Services,37100000,operating,USA,SD,Sioux Falls,Sioux Falls,4,2013-07-01,2013-12-31,2015-11-03
/organization/expend,Expend,http://www.expend.io,Accounting|Finance Technology|Financial Services|Mobile|Mobile Payments|Payments,-,operating,GBR,H9,London,London,1,2014-12-01,2014-12-01,2014-12-01
/organization/expensebot,ExpenseBot,https://expensebot.com,B2B|Enterprise Software|Finance|Financial Services|Software,1051000,operating,USA,OH,Cleveland,Cleveland,6,2013-09-12,2013-11-07,2014-09-09
/organization/expensify-com,Expensify,http://use.expensify.com,Enterprise Software|Finance Technology|FinTech|Freemium|Mobile Enterprise|SaaS|Small and Medium Businesses,27200000,operating,USA,CA,SF Bay Area,San Francisco,4,2008-05-01,2009-05-01,2015-07-27
/organization/explore-campaign-finance,Explore Campaign Finance,https://www.kickstarter.com/projects/12095995/explore-campaign-finance/description,Finance|Politics|Visualization,15172,operating,USA,NY,New York City,New York,1,2015-01-01,2015-06-05,2015-06-05
/organization/extend-health,Extend Health,http://www.extendhealth.com,Finance,15000000,acquired,USA,UT,Salt Lake City,Salt Lake City,1,,2007-08-09,2007-08-09
/organization/extrabanca,EXTRABANCA,http://www.extrabanca.com,Finance,18657000,operating,ITA,9,Milan,Milan,1,,2012-05-30,2012-05-30
/organization/extract-alpha,ExtractAlpha,http://extractalpha.com/,Big Data Analytics|Finance Technology|FinTech|Trading,41250,operating,,,,,1,,2015-08-01,2015-08-01
/organization/exuberant,Exuberant,,Finance|Venture Capital,-,operating,USA,AL,Huntsville,Huntsville,1,2014-11-01,2014-11-23,2014-11-23
/organization/eyenalyze,Eyenalyze,http://www.eyenalyze.com,Finance|Software|Venture Capital,421000,operating,USA,AR,Little Rock,Conway,2,2009-04-01,2013-07-23,2015-11-23
/organization/f6s,f6s,http://f6s.com,Employment|Finance|Social Media|Startups,-,operating,GBR,H9,London,London,1,2011-01-01,2014-01-01,2014-01-01
/organization/faithstreet,FaithStreet,http://www.faithstreet.com,Finance|Nonprofits,1100000,operating,USA,NY,New York City,New York,2,2010-08-01,2013-09-11,2015-03-04
/organization/fantex,Fantex,https://fantex.com,Finance|Finance Technology|FinTech,50999999,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2013-02-14,2014-12-01
/organization/farecast,Farecast,http://www.bing.com/travel,Finance|Transportation|Travel,20600000,acquired,USA,WA,Seattle,Seattle,3,2003-01-01,2004-10-01,2007-01-01
/organization/fashion-project,Fashion Project,http://www.fashionproject.com,Fashion|Finance,19500000,operating,USA,MA,Boston,Boston,5,2011-01-01,2012-08-23,2015-01-29
/organization/fast-lane-ventures,Fastlane Ventures,http://fastlaneventures.ru/en,Finance,31000000,operating,RUS,48,Moscow,Moscow,2,2010-01-01,2012-04-25,2012-12-06
/organization/fast-pay-partners,FastPay,http://www.gofastpay.com,Finance|FinTech,69000000,operating,USA,CA,Los Angeles,Los Angeles,4,2009-01-01,2009-09-15,2014-11-20
/organization/fastscaletechnology,FastScaleTechnology,http://www.fastscale.com,Finance|FinTech,12000000,acquired,USA,CA,SF Bay Area,Santa Clara,2,2006-01-01,2007-03-28,2009-04-14
/organization/fattail,FatTail,http://adserver.fattail.com/abn/public/index.html,Finance,3500000,operating,USA,CA,Los Angeles,Woodland Hills,1,2001-01-01,2008-10-15,2008-10-15
/organization/fedbid,FedBid,http://www.fedbid.com,Commodities|E-Commerce|Finance|FinTech|Governments|Marketplaces|Procurement,2000000,operating,USA,VA,"Washington, D.C.",Vienna,2,2001-01-01,2005-12-14,2012-01-18
/organization/federal-finance,Federal Finance,http://ff.ru,Finance,3000000,operating,RUS,48,Moscow,Moscow,2,2012-07-30,2012-07-30,2013-11-28
/organization/feeseeker-com-llc,"FeeSeeker.com, LLC",http://www.FeeSeeker.com,Credit Cards|Curated Web|Finance,20000,operating,USA,NV,Las Vegas,Henderson,1,2011-07-01,2011-08-01,2011-08-01
/organization/feex,FeeX,http://www.feex.com,Finance,12250000,operating,USA,NY,New York City,New York,3,2012-01-01,2013-08-27,2015-09-09
/organization/feidee,Feidee,http://www.feidee.com/money,Finance,25000000,operating,CHN,30,Shenzhen,Shenzhen,3,,2012-12-01,2014-09-02
/organization/ffrees-family-finance,Ffrees Family Finance,http://www.ffrees.co.uk,Banking|Finance,7730502,operating,GBR,L9,Sheffield,Sheffield,3,2012-08-01,2013-12-09,2014-10-24
/organization/fidor-bank-ag,Fidor Bank AG,https://www.fidor.de,Banking|Finance|Investment Management,-,operating,DEU,2,Munich,Munich,3,2009-01-01,2011-09-22,2015-03-19
/organization/figo,figo,http://www.figo.io,Banking|Credit Cards|Developer APIs|Finance|Finance Technology|Personal Finance,778660,operating,DEU,4,Hamburg,Hamburg,3,2012-08-01,2012-12-10,2015-11-03
/organization/fillm,Fillm,http://www.fillm.co/,Crowdfunding|Film|Finance,40000,operating,CHL,12,Santiago,Santiago,1,,2014-06-01,2014-06-01
/organization/filter-foundry,Filter Foundry,http://filterfoundry.com,Advertising|Artists Globally|Creative|Design|EdTech|Education|Employment|Finance|FinTech|Networking|Search|Social Media|Social Network Media|Stock Exchanges,750000,operating,USA,CA,Los Angeles,Los Angeles,1,2010-02-01,2011-04-01,2011-04-01
/organization/filtrbox,Filtrbox,http://www.jivesoftware.com,Content|Curated Web|Finance|FinTech,1915000,acquired,USA,CA,SF Bay Area,Palo Alto,3,2007-04-01,2007-08-01,2009-02-17
/organization/final,Final,http://www.getfinal.com,Billing|Credit Cards|Finance Technology|FinTech|Fraud Detection|Mobile Payments|Payments|Personal Finance|Security,1000000,operating,USA,CA,SF Bay Area,Mountain View,1,2014-01-01,2015-01-27,2015-01-27
/organization/finalta,Finalta,http://finalta.net,Enterprises|Finance|Finance Technology|Financial Services|FinTech|Software,4164244,operating,USA,MA,Boston,Bedford,5,2011-03-01,2011-04-29,2014-01-23
/organization/finanalytica,FinAnalytica,http://www.finanalytica.com,Analytics|Finance,7000000,operating,USA,NY,New York City,New York,2,,2007-06-01,2009-05-11
/organization/financeacar,FinanceAcar,http://www.financeacar.co.uk,Auto|Business Services|Cars|Consumers|Finance|Legal,-,closed,GBR,H9,London,London,2,2009-03-01,2010-09-16,2011-08-03
/organization/financeit-canada,Financeit,http://www.financeit.io,Banking|Finance|Financial Services|Mobile|Payments,21400000,operating,CAN,ON,Toronto,Toronto,7,2007-02-01,2007-05-01,2015-10-23
/organization/financial-business-solutions,Financial Business Solutions,,Coworking|Finance|Venture Capital,50000,operating,USA,TX,Dallas,Fort Worth,1,2002-07-01,2014-11-11,2014-11-11
/organization/financial-fairy-tales,Financial Fairy Tales,http://www.thefinancialfairytales.com,Finance,32027,operating,GBR,B2,London,Bournemouth,1,,2012-10-22,2012-10-22
/organization/financial-guard,Financial Guard,http://www.financialguard.com,Financial Services|Investment Management|Personal Finance|Retirement,2000000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2009-12-01,2013-07-15,2013-07-15
/organization/financial-information-network-operations-pvt,Financial Information Network & Operations Pvt,http://www.fino.co.in,Finance|FinTech,35000000,closed,IND,16,Mumbai,Mumbai,2,2006-01-01,2007-03-03,2009-12-09
/organization/financial-investors-insurance-corporation,Financial Investors Insurance Corporation,,Finance,-,operating,USA,FL,"Naples, Florida",Naples,1,2012-05-01,2014-01-15,2014-01-15
/organization/financial-media-exchange-llc,Financial Media Exchange LLC,http://www.fmexc.com,Content Discovery|Finance|Real Time,250000,operating,USA,MA,Cape Cod,Plymouth,1,2014-10-01,2014-10-01,2014-10-01
/organization/finanzarel,Finanzarel,http://www.finanzarel.com,Finance|Finance Technology|Financial Services|FinTech,833797,operating,ESP,56,Barcelona,Barcelona,1,2013-05-01,2014-12-23,2014-12-23
/organization/finanzchef24,Finanzchef24,https://www.finanzchef24.de,Finance|FinTech|Insurance,8109015,operating,DEU,2,Munich,Munich,2,2012-01-01,2013-01-17,2014-06-03
/organization/fincluster,Fincluster,https://fincluster.com/,Finance Technology|Financial Services|Information Technology,69461,operating,GBR,H9,London,London,1,,2014-05-06,2014-05-06
/organization/find-invest-grow-fig,Fig,http://www.fig.vc,All Students|Enterprise Software|Finance,508405,operating,GBR,H9,London,London,2,2009-01-23,2009-01-01,2011-07-01
/organization/finestrella,Finestrella,http://www.finestrella.com,Finance,13800000,operating,MEX,9,Mexico City,Mexico City,1,2008-01-01,2011-09-07,2011-09-07
/organization/finexkap,Finexkap,http://www.finexkap.com,Finance|Financial Services|Small and Medium Businesses,23783512,operating,FRA,A8,Paris,Paris,3,2012-06-01,2013-07-26,2014-11-18
/organization/finomial,Finomial,http://finomial.com,Finance,3408303,operating,USA,NY,New York City,New York,2,2010-01-01,2012-01-05,2015-01-13
/organization/fintech-group-ag-3,FinTech Group AG,http://www.fintechgroup.com/en/,Finance Technology|Financial Services|FinTech,33006160.6318003,operating,DEU,5,Frankfurt,Frankfurt,5,1999-01-01,2013-02-01,2014-12-01
/organization/fintecsystems,FintecSystems,,Finance|Finance Technology|Technology,-,operating,DEU,2,Munich,Munich,1,2014-03-01,2015-11-04,2015-11-04
/organization/fintonic,fintonic,http://fintonic.com,Finance|FinTech|Personal Finance,1546920,operating,ESP,29,Madrid,Madrid,2,2011-01-01,2012-11-28,2014-01-01
/organization/fipath,FiPath,http://www.FiPath.com,Finance|FinTech|Personal Finance,505000,operating,USA,GA,Atlanta,Alpharetta,1,2008-06-01,2010-06-23,2010-06-23
/organization/fireapps,FiREapps,https://www.fireapps.com,Finance|FinTech,8750000,operating,USA,AZ,Phoenix,Scottsdale,1,2005-01-01,2008-11-15,2008-11-15
/organization/firefly-led-lighting,FireFly LED Lighting,http://fireflyledlight.com,Clean Energy|Energy|Energy Efficiency|Finance|Hardware + Software|Lighting|Semiconductors,3500000,operating,USA,TX,Austin,Austin,1,2010-06-24,2011-08-24,2011-08-24
/organization/fireid,FireID,http://www.fireid.com,Finance|FinTech|Mobile|Networking|Security|Software,6400000,operating,ZAF,,Cape Town,Stellenbosch,1,2005-01-01,2010-09-07,2010-09-07
/organization/firm58,Firm58,http://www.firm58.com,Billing|Finance|FinTech|SaaS|Software,19200000,operating,USA,IL,Chicago,Chicago,3,2005-01-01,2007-04-04,2010-06-03
/organization/firmex,Firmex,http://www.firmex.com,Data Security|Finance Technology|Information Security|Legal|Software,4450000,operating,CAN,ON,Toronto,Toronto,2,2006-10-01,2007-04-15,2008-05-15
/organization/first-coverage,First Coverage,http://www.firstcoverage.com,Finance,14503750,acquired,USA,MA,Boston,Boston,3,2005-01-01,2006-11-28,2010-10-22
/organization/firstgate-holding,FIRSTGATE Holding,,Finance,23960000,operating,GBR,C5,,,1,,2006-01-03,2006-01-03
/organization/fisoc,Fisoc,http://buzzpoints.com,Banking|Finance|Loyalty Programs,50990429,operating,USA,TX,Austin,Austin,7,2009-01-01,2010-06-10,2014-04-01
